assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_000902315.1	PRJNA485481	na	na	na	3126011	2734120	Synechococcus phage S-MbCM6	na	na	latest	Complete Genome	Major	Full	2012-11-16	ViralProj181072	Ecology and Evolutionary Biology, University of Arizona	GCA_000902315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/902/315/GCF_000902315.1_ViralProj181072	na	ICTV species exemplar	na	haploid	viral	176043	176043	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	225	1	0	25043051
GCF_000904235.1	PRJNA485481	na	na	na	869724	2734121	Synechococcus phage S-RIM8 A.HR1	strain=S-RIM8 A.HR1	na	latest	Complete Genome	Major	Full	2013-03-12	ViralProj192853	Broad Institute	GCA_000904235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/235/GCF_000904235.1_ViralProj192853	na	na	na	haploid	viral	171211	171211	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	219	211	8	22388749
GCF_000904455.1	PRJNA485481	na	na	na	754042	2734116	Synechococcus phage S-SKS1	na	na	latest	Complete Genome	Major	Full	2013-03-30	ViralProj195489	Broad Institute	GCA_000904455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/904/455/GCF_000904455.1_ViralProj195489	na	ICTV species exemplar	na	haploid	viral	208007	208007	36.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	302	281	11	na
GCF_000905455.1	PRJNA485481	na	na	na	754041	2733924	Synechococcus phage S-RIP1	na	na	latest	Complete Genome	Major	Full	2013-03-30	ViralProj195487	Broad Institute	GCA_000905455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/905/455/GCF_000905455.1_ViralProj195487	na	ICTV species exemplar	na	haploid	viral	44892	44892	43.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	61	55	0	na
GCF_000905555.1	PRJNA485481	na	na	na	536466	2955958	Synechococcus phage S-SSM4	strain=S-SSM4	na	latest	Complete Genome	Major	Full	2013-03-30	ViralProj195515	Broad Institute	GCA_000905555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/905/555/GCF_000905555.1_ViralProj195515	na	ICTV species exemplar	na	haploid	viral	182801	182801	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	223	220	3	na
GCF_000906055.1	PRJNA485481	na	na	na	754040	2733955	Synechococcus phage S-RIP2	na	na	latest	Complete Genome	Major	Full	2013-03-30	ViralProj195486	Broad Institute	GCA_000906055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/055/GCF_000906055.1_ViralProj195486	na	ICTV species exemplar	na	haploid	viral	45728	45728	47.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	57	54	0	na
GCF_000906915.1	PRJNA485481	na	na	na	754037	2734083	Synechococcus phage S-CAM1	strain=S-CAM1	na	latest	Complete Genome	Major	Full	2013-03-30	ViralProj195484	Broad Institute	GCA_000906915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/915/GCF_000906915.1_ViralProj195484	na	ICTV species exemplar	na	haploid	viral	198013	198013	43.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	241	231	8	na
GCF_000906935.1	PRJNA485481	na	na	na	869662	2734125	Synechococcus phage S-RIM2 R1_1999	strain=RIM2_R1_999	na	latest	Complete Genome	Major	Full	2013-03-30	ViralProj195488	Broad Institute	GCA_000906935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/906/935/GCF_000906935.1_ViralProj195488	na	ICTV species exemplar	na	haploid	viral	175430	175430	42.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	216	210	6	na
GCF_000907215.1	PRJNA485481	na	na	na	536474	2734114	Synechococcus phage Syn30	strain=Syn30	na	latest	Complete Genome	Major	Full	2013-04-19	ViralProj198437	Broad Institute	GCA_000907215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/907/215/GCF_000907215.1_ViralProj198437	na	ICTV species exemplar	na	haploid	viral	178807	178807	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	216	209	6	na
GCF_000907715.1	PRJNA485481	na	na	na	754038	2956221	Synechococcus phage S-CAM8	strain=S-CAM8 06008BI06	na	latest	Complete Genome	Major	Full	2013-06-20	ViralProj209065	Broad Institute	GCA_000907715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/907/715/GCF_000907715.1_ViralProj209065	na	ICTV species exemplar	na	haploid	viral	171407	171407	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	209	204	5	na
GCF_000908735.1	PRJNA485481	na	na	na	754039	2734147	Synechococcus phage S-IOM18	strain=S-IOM18	na	latest	Complete Genome	Major	Full	2013-06-20	ViralProj209067	Broad Institute	GCA_000908735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/735/GCF_000908735.1_ViralProj209067	na	ICTV species exemplar	na	haploid	viral	171797	171797	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	219	209	7	na
GCF_000917315.1	PRJNA485481	na	na	na	1340812	2734078	Synechococcus phage S-MbCM100	na	na	latest	Complete Genome	Major	Full	2014-03-04	ViralProj240044	Molecular and Cellular Biology, Ecology and Evolutionary Biology, University of Arizona	GCA_000917315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/917/315/GCF_000917315.1_ViralProj240044	na	ICTV species exemplar	na	haploid	viral	170438	170438	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	210	210	0	25043051
GCF_000918375.1	PRJNA485481	na	na	na	1340810	2956426	Synechococcus phage ACG-2014h	na	na	latest	Complete Genome	Major	Full	2014-03-04	ViralProj240047	Molecular and Cellular Biology, Ecology and Evolutionary Biology, University of Arizona	GCA_000918375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/375/GCF_000918375.1_ViralProj240047	na	ICTV species exemplar	na	haploid	viral	189311	189311	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	221	221	0	25043051
GCF_000925075.1	PRJNA485481	na	na	na	756277	2733928	Synechococcus phage S-CBP2	na	na	latest	Complete Genome	Major	Full	2014-11-10	ViralProj266790	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000925075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/075/GCF_000925075.1_ViralProj266790	na	ICTV species exemplar	na	haploid	viral	46237	46237	55.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014-11-10	53	53	0	26569403
GCF_000925935.1	PRJNA485481	na	na	na	756276	2733931	Synechococcus phage S-CBP3	na	na	latest	Complete Genome	Major	Full	2014-11-10	ViralProj266791	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000925935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/935/GCF_000925935.1_ViralProj266791	na	na	na	haploid	viral	45871	45871	47.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	55	53	0	26569403
GCF_000929515.1	PRJNA485481	na	na	na	1273711	3426383	Synechococcus phage S-CBP1	na	na	latest	Complete Genome	Major	Full	2014-11-10	ViralProj266784	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000929515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/515/GCF_000929515.1_ViralProj266784	na	ICTV species exemplar	na	haploid	viral	46547	46547	47.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	51	50	0	26569403
GCF_000929555.1	PRJNA485481	na	na	na	754059	2733949	Synechococcus phage S-CBP4	na	na	latest	Complete Genome	Major	Full	2014-11-10	ViralProj266792	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000929555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/555/GCF_000929555.1_ViralProj266792	na	na	na	haploid	viral	44147	44147	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	49	46	0	26569403
GCF_000982305.1	PRJNA485481	na	na	na	1493514	2956330	Synechococcus phage ACG-2014j	na	Syn7803US103	latest	Complete Genome	Major	Full	2015-04-28	ViralProj282477	University of Arizona	GCA_000982305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/305/GCF_000982305.1_ViralProj282477	na	na	na	haploid	viral	192108	192108	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	230	230	0	na
GCF_000982325.1	PRJNA485481	na	na	na	1493510	2955602	Synechococcus phage ACG-2014e	na	Syn7803C2	latest	Complete Genome	Major	Full	2015-04-28	ViralProj282474	University of Arizona	GCA_000982325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/325/GCF_000982325.1_ViralProj282474	na	na	na	haploid	viral	189418	189418	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	213	213	0	na
GCF_000982345.1	PRJNA485481	na	na	na	1493512	2956144	Synechococcus phage ACG-2014g	na	Syn7803US105	latest	Complete Genome	Major	Full	2015-04-28	ViralProj282478	University of Arizona	GCA_000982345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/345/GCF_000982345.1_ViralProj282478	na	ICTV species exemplar	na	haploid	viral	174885	174885	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	216	216	0	na
GCF_000982365.1	PRJNA485481	na	na	na	1493509	2956131	Synechococcus phage ACG-2014d	na	Syn7803C102	latest	Complete Genome	Major	Full	2015-04-28	ViralProj282475	University of Arizona	GCA_000982365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/365/GCF_000982365.1_ViralProj282475	na	na	na	haploid	viral	179110	179110	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	218	218	0	na
GCF_000982385.1	PRJNA485481	na	na	na	1493511	2734085	Synechococcus phage ACG-2014f	na	Syn7803C90	latest	Complete Genome	Major	Full	2015-04-28	ViralProj282479	University of Arizona	GCA_000982385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/385/GCF_000982385.1_ViralProj282479	na	na	na	haploid	viral	228143	228143	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	292	292	0	na
GCF_001019915.1	PRJNA485481	na	na	na	1493508	2734124	Synechococcus phage ACG-2014b	na	Syn7803C100	latest	Complete Genome	Major	Full	2015-06-02	ViralProj284772	University of Arizona	GCA_001019915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/915/GCF_001019915.1_ViralProj284772	na	na	na	haploid	viral	172688	172688	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	217	217	0	na
GCF_001019995.1	PRJNA485481	na	na	na	1493513	2955603	Synechococcus phage ACG-2014i	na	Syn7803US120	latest	Complete Genome	Major	Full	2015-06-02	ViralProj285603	University of Arizona	GCA_001019995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/995/GCF_001019995.1_ViralProj285603	na	ICTV species exemplar	na	haploid	viral	190768	190768	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	212	212	0	na
GCF_001039265.1	PRJNA224116	SAMN03736791	LFEK00000000.1	na	1662190	1662190	Synechococcus sp. GFB01	strain=GFB01	na	latest	Contig	Major	Full	2015-06-24	ASM103926v1	Federal University of Para	GCA_001039265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/265/GCF_001039265.1_ASM103926v1	na	na	na	haploid	bacteria	2339812	2339812	68.000000	0	125	125	NCBI RefSeq	GCF_001039265.1-RS_2024_08_13	2024-08-13	2614	2101	63	26272565
GCF_001040845.1	PRJNA224116	SAMN03436066	na	na	32052	32052	Synechococcus sp. WH 8020	strain=WH 8020	na	latest	Chromosome	Major	Full	2015-06-26	ASM104084v1	University of Rhode Island	GCA_001040845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/040/845/GCF_001040845.1_ASM104084v1	na	na	na	haploid	bacteria	2661166	2660166	53.000000	1	1	10	NCBI RefSeq	GCF_001040845.1-RS_2025_07_13	2025-07-13	2814	2745	49	na
GCF_001318385.1	PRJNA224116	SAMN04111259	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803 substr. GT-G	na	latest	Complete Genome	Major	Full	2015-10-16	ASM131838v1	South China University of Technology	GCA_001318385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/318/385/GCF_001318385.1_ASM131838v1	na	na	na	haploid	bacteria	3569196	3569196	47.500000	1	1	1	NCBI RefSeq	GCF_001318385.1-RS_2025_08_25	2025-08-25	3349	3240	51	26473841
GCF_001503235.1	PRJNA485481	na	na	na	461711	2733888	Synechococcus phage S-CBP42	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307875	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_001503235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/503/235/GCF_001503235.1_ViralProj307875	na	ICTV species exemplar	na	haploid	viral	45218	45218	54.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-01-05	57	51	0	26569403
GCF_001631935.1	PRJNA224116	SAMN04490776	LVHV00000000.1	na	1801630	1801630	Synechococcus sp. MIT S9509	strain=MIT S9509	na	latest	Scaffold	Major	Full	2016-04-25	ASM163193v1	MIT	GCA_001631935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/631/935/GCF_001631935.1_ASM163193v1	na	na	na	haploid	bacteria	3087928	3087894	55.500000	0	33	34	NCBI RefSeq	GCF_001631935.1-RS_2024_08_14	2024-08-14	3375	3286	47	na
GCF_001632105.1	PRJNA224116	SAMN04490774	LVHT00000000.1	na	1801628	1801628	Synechococcus sp. MIT S9504	strain=MIT S9504	na	latest	Scaffold	Major	Full	2016-04-25	ASM163210v1	MIT	GCA_001632105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/105/GCF_001632105.1_ASM163210v1	na	na	na	haploid	bacteria	3087293	3087228	55.500000	0	34	35	NCBI RefSeq	GCF_001632105.1-RS_2024_08_14	2024-08-14	3383	3292	47	na
GCF_001632165.1	PRJNA224116	SAMN04490775	LVHU00000000.1	na	1801629	1801629	Synechococcus sp. MIT S9508	strain=MIT S9508	na	latest	Scaffold	Major	Full	2016-04-25	ASM163216v1	MIT	GCA_001632165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/165/GCF_001632165.1_ASM163216v1	na	na	na	haploid	bacteria	2502434	2502421	56.000000	0	23	24	NCBI RefSeq	GCF_001632165.1-RS_2024_08_14	2024-08-14	2787	2723	48	na
GCF_001881915.1	PRJNA485481	na	na	na	1883365	2955237	Synechococcus phage S-CAM22	na	1209TA19	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353683	Science and Mathematics, Soka University of America	GCA_001881915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/881/915/GCF_001881915.1_ViralProj353683	na	na	na	haploid	viral	172345	172345	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	219	214	5	27693926
GCF_001881955.1	PRJNA485481	na	na	na	1883369	2734111	Synechococcus phage S-CAM9	na	1109NB16	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353680	Science and Mathematics, Soka University of America	GCA_001881955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/881/955/GCF_001881955.1_ViralProj353680	na	ICTV species exemplar	na	haploid	viral	174830	174830	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	237	229	7	27693926
GCF_001882035.1	PRJNA485481	na	na	na	1883368	2734118	Synechococcus phage S-CAM7	na	0910CC49	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353681	Science and Mathematics, Soka University of America	GCA_001882035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/882/035/GCF_001882035.1_ViralProj353681	na	ICTV species exemplar	na	haploid	viral	216121	216121	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-12-19	270	266	4	27693926
GCF_001882115.1	PRJNA485481	na	na	na	1815522	2734103	Synechococcus phage S-WAM2	na	0810PA29	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353686	Science and Mathematics, Soka University of America	GCA_001882115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/882/115/GCF_001882115.1_ViralProj353686	na	ICTV species exemplar	na	haploid	viral	186386	186386	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	241	229	12	27693926
GCF_001882155.1	PRJNA485481	na	na	na	1883366	2734102	Synechococcus phage S-CAM3	na	1010CC42	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353682	Science and Mathematics, Soka University of America	GCA_001882155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/882/155/GCF_001882155.1_ViralProj353682	na	ICTV species exemplar	na	haploid	viral	198190	198190	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	250	240	10	27693926
GCF_001885215.1	PRJNA224116	SAMN06006676	na	na	1916956	1916956	Synechococcus sp. SynAce01	strain=SynAce01	na	latest	Complete Genome	Major	Full	2016-11-22	ASM188521v1	Peking University Shenzhen Graduate School	GCA_001885215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/215/GCF_001885215.1_ASM188521v1	na	na	na	haploid	bacteria	2750634	2750634	64.000000	1	1	1	NCBI RefSeq	GCF_001885215.1-RS_2024_05_07	2024-05-07	2894	2803	54	30609821
GCF_001885345.1	PRJNA485481	na	na	na	1815521	2956469	Synechococcus phage S-WAM1	na	0810PA09	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353687	Science and Mathematics, Soka University of America	GCA_001885345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/345/GCF_001885345.1_ViralProj353687	na	ICTV species exemplar	na	haploid	viral	185102	185102	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	225	221	4	27693926
GCF_002018015.1	PRJNA224116	SAMN02745640	MWLE00000000.1	reference genome	1943583	431041	Candidatus Synechococcus spongiarum LMB bulk15N	na	LMB bulk15N	latest	Scaffold	Major	Full	2017-03-03	ASM201801v1	DOE Joint Genome Institute	GCA_002018015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/015/GCF_002018015.1_ASM201801v1	na	na	na	haploid	bacteria	1472743	1459957	60.500000	0	107	132	NCBI RefSeq	GCF_002018015.1-RS_2025_03_29	2025-03-29	1547	1458	40	na
GCF_002252625.1	PRJNA224116	SAMN07427896	NQKW00000000.1	na	2025605	2025605	Synechococcus sp. 1G10	strain=1G10	na	latest	Contig	Major	Full	2017-08-15	ASM225262v1	University of Bristol	GCA_002252625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/625/GCF_002252625.1_ASM225262v1	na	na	na	haploid	bacteria	3340220	3340220	64.500000	0	84	84	NCBI RefSeq	GCF_002252625.1-RS_2024_08_14	2024-08-14	3620	3488	48	na
GCF_002252635.1	PRJNA224116	SAMN07427897	NQKX00000000.1	na	210768	210768	Synechococcus sp. MW101C3	strain=MW101C3	na	latest	Contig	Major	Full	2017-08-15	ASM225263v1	University of Bristol	GCA_002252635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/635/GCF_002252635.1_ASM225263v1	na	na	na	haploid	bacteria	3029138	3029138	66.000000	0	18	18	NCBI RefSeq	GCF_002252635.1-RS_2024_08_13	2024-08-13	3020	2939	48	na
GCF_002252665.1	PRJNA224116	SAMN07427898	NQKZ00000000.1	na	2025606	2025606	Synechococcus sp. 8F6	strain=8F6	na	latest	Scaffold	Major	Full	2017-08-15	ASM225266v1	University of Bristol	GCA_002252665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/665/GCF_002252665.1_ASM225266v1	na	na	na	haploid	bacteria	2510697	2510069	66.000000	0	84	85	NCBI RefSeq	GCF_002252665.1-RS_2024_08_13	2024-08-13	2793	2685	48	na
GCF_002252675.1	PRJNA224116	SAMN07427895	NQKY00000000.1	na	169670	169670	Synechococcus sp. BO 8801	strain=BO 8801	na	latest	Scaffold	Major	Full	2017-08-15	ASM225267v1	University of Bristol	GCA_002252675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/675/GCF_002252675.1_ASM225267v1	na	na	na	haploid	bacteria	3271183	3270663	69.000000	0	47	52	NCBI RefSeq	GCF_002252675.1-RS_2024_07_01	2024-07-01	3360	3267	48	na
GCF_002366065.1	PRJNA485481	na	na	na	1883367	2956329	Synechococcus phage S-CAM4	na	0809SB33	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353501	Science and Mathematics, Soka University of America	GCA_002366065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/366/065/GCF_002366065.1_ViralProj353501	na	ICTV species exemplar	na	haploid	viral	191983	191983	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	246	238	7	27693926
GCF_002534655.1	PRJNA485481	na	na	na	1493509	2956131	Synechococcus phage ACG-2014d	na	Syn7803C45	latest	Complete Genome	Major	Full	2022-04-27	ASM253465v1	University of Arizona	GCA_002534655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/655/GCF_002534655.1_ASM253465v1	na	ICTV species exemplar	na	haploid	viral	179116	179116	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-04-27	220	220	0	na
GCF_002593825.1	PRJNA485481	na	na	na	2790345	2734086	Synechococcus phage ACG-2014f_Syn7803C7	na	Syn7803C7	latest	Complete Genome	Major	Full	2020-05-15	ASM259382v1	University of Arizona	GCA_002593825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/593/825/GCF_002593825.1_ASM259382v1	na	ICTV species exemplar	na	haploid	viral	216628	216628	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	286	286	0	na
GCF_002593865.1	PRJNA485481	na	na	na	2790336	2734085	Synechococcus phage ACG-2014f_Syn7803C8	na	Syn7803C8	latest	Complete Genome	Major	Full	2020-05-15	ASM259386v1	University of Arizona	GCA_002593865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/593/865/GCF_002593865.1_ASM259386v1	na	ICTV species exemplar	na	haploid	viral	223270	223270	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	287	287	0	na
GCF_002593965.1	PRJNA485481	na	na	na	2790346	2734087	Synechococcus phage ACG-2014f_Syn7803US26	na	Syn7803US26	latest	Complete Genome	Major	Full	2020-05-15	ASM259396v1	University of Arizona	GCA_002593965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/593/965/GCF_002593965.1_ASM259396v1	na	ICTV species exemplar	na	haploid	viral	196842	196842	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	258	258	0	na
